dataset,model,layer,case_type,n,fraction,median_behavioral_alignment,median_latent_alignment,mean_behavioral_alignment,mean_latent_alignment,median_abs_alignment_gap,mean_abs_alignment_gap,median_signed_alignment_gap
not,gemma-2-9b,0,both_aligned,676,0.5408,0.59266657,0.5,0.5794045129733728,0.5,0.09266657,0.07940451297337277,-0.09266657
not,gemma-2-9b,0,aligned_output_misaligned_latent,0,0.0,,,,,,,
not,gemma-2-9b,0,misaligned_output_aligned_latent,574,0.4592,0.43782347,0.5,0.4382080395993031,0.5,0.06217653000000001,0.06179196040069687,0.06217653000000001
not,gemma-2-9b,0,both_misaligned,0,0.0,,,,,,,
not,gemma-2-9b,1,both_aligned,370,0.296,0.59266657,0.666446805,0.5784748854324324,0.6742638959621622,0.09486603500000002,0.11264960263783784,0.08886092499999998
not,gemma-2-9b,1,aligned_output_misaligned_latent,306,0.2448,0.59266657,0.36401984000000004,0.5805285724183007,0.35342156261437907,0.21533993000000004,0.22710700980392154,-0.21533993000000004
not,gemma-2-9b,1,misaligned_output_aligned_latent,285,0.228,0.43782347,0.65159655,0.437578150877193,0.6646477185614035,0.2204001,0.22706956768421055,0.2204001
not,gemma-2-9b,1,both_misaligned,289,0.2312,0.43782347,0.31936508,0.4388292101384083,0.3249686420346021,0.11335361,0.12604033059515568,-0.11335361
not,gemma-2-9b,2,both_aligned,374,0.2992,0.59266657,0.9226036675,0.5760479354812834,0.8690919908604813,0.34155024500000003,0.29540309372144385,0.34155024500000003
not,gemma-2-9b,2,aligned_output_misaligned_latent,302,0.2416,0.59266657,0.11228942000000003,0.5835613341059603,0.1496551089205298,0.448120135,0.4339062251854305,-0.448120135
not,gemma-2-9b,2,misaligned_output_aligned_latent,321,0.2568,0.43782347,0.8984515,0.4381012811214953,0.8571965864174456,0.45494933000000004,0.4190953052959502,0.45494933000000004
not,gemma-2-9b,2,both_misaligned,253,0.2024,0.43782347,0.13723552,0.4383434920553359,0.17215541044363636,0.30099288,0.2690124925998419,-0.30099288
not,gemma-2-9b,3,both_aligned,400,0.32,0.59266657,0.955647141,0.57690835725,0.8862501724345999,0.37245244020000007,0.3148003078846,0.37245244020000007
not,gemma-2-9b,3,aligned_output_misaligned_latent,276,0.2208,0.59266657,0.05919364999999999,0.5830221299637681,0.11074134344202899,0.519543225,0.4722807865217391,-0.519543225
not,gemma-2-9b,3,misaligned_output_aligned_latent,315,0.252,0.43782347,0.9556366,0.43867987873015873,0.8953728586031746,0.51308773,0.4566929798730159,0.51308773
not,gemma-2-9b,3,both_misaligned,259,0.2072,0.43782347,0.10802984,0.43763418119691117,0.15442600265138995,0.328475925,0.2862384135262162,-0.328475925
not,gemma-2-9b,4,both_aligned,402,0.3216,0.59266657,0.96604678,0.5769787688059702,0.8937105338021916,0.3762482129000001,0.3198510268370174,0.3762482129000001
not,gemma-2-9b,4,aligned_output_misaligned_latent,274,0.2192,0.59266657,0.042458949999999995,0.5829634514963504,0.09667181722627738,0.52796799,0.48629163427007305,-0.52796799
not,gemma-2-9b,4,misaligned_output_aligned_latent,314,0.2512,0.43782347,0.972897415,0.4385848029936306,0.905944799522293,0.525288675,0.46735999652866245,0.525288675
not,gemma-2-9b,4,both_misaligned,260,0.208,0.43782347,0.082182525,0.43775302534615385,0.1341475858477308,0.351706235,0.3049431444215,-0.351706235
not,gemma-2-9b,5,both_aligned,410,0.328,0.59266657,0.9683326485,0.5821372607560975,0.909421492112061,0.36671141000000007,0.3295444893071829,0.36671141000000007
not,gemma-2-9b,5,aligned_output_misaligned_latent,266,0.2128,0.59266657,0.029028849999999995,0.5751923829323308,0.0810095662368421,0.54256033,0.49418281669548875,-0.54256033
not,gemma-2-9b,5,misaligned_output_aligned_latent,280,0.224,0.43782347,0.97125645,0.43690552632142854,0.9153416106785714,0.5299133850000001,0.47843608435714285,0.5299133850000001
not,gemma-2-9b,5,both_misaligned,294,0.2352,0.43782347,0.041713296999999996,0.4394485284353742,0.09904080130595237,0.388217775,0.3406622264491496,-0.388217775
not,gemma-2-9b,6,both_aligned,368,0.2944,0.59266657,0.991756565,0.5767043674184782,0.9321511989133101,0.3991774675,0.35624262687526675,0.3991774675
not,gemma-2-9b,6,aligned_output_misaligned_latent,308,0.2464,0.59266657,0.03294514999999998,0.5826306609090909,0.09050769351538962,0.54481592,0.49212296739370126,-0.54481592
not,gemma-2-9b,6,misaligned_output_aligned_latent,360,0.288,0.43782347,0.97421013,0.43833067247222224,0.9176823739722222,0.527484385,0.4793517015,0.527484385
not,gemma-2-9b,6,both_misaligned,214,0.1712,0.43782347,0.074606188,0.4380017413084112,0.12176344055979672,0.358892981,0.31856725037478273,-0.358892981
not,gemma-2-9b,7,both_aligned,415,0.332,0.59266657,0.9922727942,0.575540566192771,0.9422155867976715,0.4056522214,0.36713246113502096,0.4056522214
not,gemma-2-9b,7,aligned_output_misaligned_latent,261,0.2088,0.59266657,0.019939539999999978,0.5855483363984675,0.0764912614118774,0.55901273,0.50905707498659,-0.55901273
not,gemma-2-9b,7,misaligned_output_aligned_latent,362,0.2896,0.43782347,0.9765803550000001,0.4390964544475138,0.9231220581767956,0.52681279,0.4840256037292818,0.52681279
not,gemma-2-9b,7,both_misaligned,212,0.1696,0.43782347,0.05627975,0.4366910293396226,0.10437752911766839,0.37621763099999994,0.33242405682572784,-0.37621763099999994
not,gemma-2-9b,8,both_aligned,392,0.3136,0.59266657,0.9974943697,0.579349830255102,0.9779949369530102,0.40589588520000003,0.3988006185856633,0.40589588520000003
not,gemma-2-9b,8,aligned_output_misaligned_latent,284,0.2272,0.59266657,0.003675111800000027,0.579479990528169,0.03410652143619718,0.56161985,0.5453734690919718,-0.56161985
not,gemma-2-9b,8,misaligned_output_aligned_latent,288,0.2304,0.43782347,0.995498,0.44022256885416666,0.9661205192361112,0.54162763,0.5258979503819444,0.54162763
not,gemma-2-9b,8,both_misaligned,286,0.2288,0.43782347,0.009435355999999999,0.4361794227272727,0.02585858872723776,0.4184896305,0.41032083400003494,-0.4184896305
not,gemma-2-9b,9,both_aligned,390,0.312,0.59266657,0.99470868705,0.5796718726153847,0.9704033183533333,0.40375187500000004,0.39165648409692305,0.40375187500000004
not,gemma-2-9b,9,aligned_output_misaligned_latent,286,0.2288,0.59266657,0.0045073954999999884,0.5790399316433567,0.03384251315153846,0.56139783,0.5451974184918181,-0.56139783
not,gemma-2-9b,9,misaligned_output_aligned_latent,285,0.228,0.43782347,0.99360263,0.44045766691228067,0.9634857630877194,0.53961283,0.5230280961754387,0.53961283
not,gemma-2-9b,9,both_misaligned,289,0.2312,0.43782347,0.0140392445,0.4359895489965398,0.035098900403598615,0.418082363,0.4014062953749481,-0.418082363
not,gemma-2-9b,10,both_aligned,388,0.3104,0.59266657,0.9959685803,0.5804030499484536,0.9800231106570362,0.4045340084,0.3996200607085825,0.4045340084
not,gemma-2-9b,10,aligned_output_misaligned_latent,288,0.2304,0.59266657,0.0028604650000000342,0.5780592617708333,0.038463330656597225,0.56146681,0.5395959311142361,-0.56146681
not,gemma-2-9b,10,misaligned_output_aligned_latent,271,0.2168,0.43782347,0.9940207,0.44013667073800733,0.9593679400369003,0.54363683,0.519231269298893,0.54363683
not,gemma-2-9b,10,both_misaligned,303,0.2424,0.43782347,0.006844759,0.4364830922772277,0.02684939623521452,0.426846265,0.40964597386379537,-0.426846265
not,gemma-2-9b,11,both_aligned,391,0.3128,0.59266657,0.9953750665,0.5803411840409207,0.9791757598662149,0.40394812020000004,0.39883457582529414,0.40394812020000004
not,gemma-2-9b,11,aligned_output_misaligned_latent,285,0.228,0.59266657,0.0014694299999999938,0.578119466,0.021828827503859647,0.56210963,0.5562906384961404,-0.56210963
not,gemma-2-9b,11,misaligned_output_aligned_latent,259,0.2072,0.43782347,0.9964909,0.43952277517374516,0.9738309994594595,0.55144053,0.5343082242857143,0.55144053
not,gemma-2-9b,11,both_misaligned,315,0.252,0.43782347,0.0064579425,0.43712703479365084,0.02234083208174603,0.427317927,0.4147862027119047,-0.427317927
not,gemma-2-9b,12,both_aligned,394,0.3152,0.59266657,0.99750596285,0.5805154547208122,0.9828244625464974,0.40551718705,0.4023090078256853,0.40551718705
not,gemma-2-9b,12,aligned_output_misaligned_latent,282,0.2256,0.59266657,0.0007184349999999617,0.5778523461347518,0.02347670168808511,0.56210998,0.5543756444466666,-0.56210998
not,gemma-2-9b,12,misaligned_output_aligned_latent,261,0.2088,0.43782347,0.99826545,0.43962840187739466,0.9743237870881226,0.55613733,0.534695385210728,0.55613733
not,gemma-2-9b,12,both_misaligned,313,0.2504,0.43782347,0.004270971,0.4370236480511182,0.019798827292683705,0.43044667999999997,0.4172248207584345,-0.43044667999999997
not,gemma-2-9b,13,both_aligned,393,0.3144,0.59266657,0.9968783704,0.5803263258524173,0.9804028763565396,0.404951062,0.4003720996135369,0.404951062
not,gemma-2-9b,13,aligned_output_misaligned_latent,283,0.2264,0.59266657,0.0007610300000000514,0.5781243982685512,0.019661858736501767,0.56216743,0.5584625395320495,-0.56216743
not,gemma-2-9b,13,misaligned_output_aligned_latent,260,0.208,0.43782347,0.9970530200000001,0.4396353439230769,0.9722232015,0.553585235,0.5325878575769232,0.553585235
not,gemma-2-9b,13,both_misaligned,314,0.2512,0.43782347,0.006756607350000001,0.43702619525477704,0.021015510870031846,0.426000268,0.41601068438474526,-0.426000268
not,gemma-2-9b,14,both_aligned,388,0.3104,0.59266657,0.9979620873499999,0.5807235473969072,0.9859523353534897,0.40600311395,0.40522878795658246,0.40600311395
not,gemma-2-9b,14,aligned_output_misaligned_latent,288,0.2304,0.59266657,0.0004250000000000087,0.5776274804861111,0.021733891603333333,0.56217018,0.5558935888827778,-0.56217018
not,gemma-2-9b,14,misaligned_output_aligned_latent,260,0.208,0.43782347,0.997497795,0.43951807453846153,0.9732878511153846,0.553520255,0.533769776576923,0.553520255
not,gemma-2-9b,14,both_misaligned,314,0.2512,0.43782347,0.0036752224,0.43712329729299365,0.016938667173152868,0.4331021562,0.42018463011984075,-0.4331021562
not,gemma-2-9b,15,both_aligned,388,0.3104,0.59266657,0.99609788565,0.5807247771391753,0.9821081139983248,0.40454907865,0.4015632362921392,0.40454907865
not,gemma-2-9b,15,aligned_output_misaligned_latent,288,0.2304,0.59266657,0.0004783000000000426,0.5776258237499999,0.02116711388854166,0.5621503299999999,0.5564587098614583,-0.5621503299999999
not,gemma-2-9b,15,misaligned_output_aligned_latent,253,0.2024,0.43782347,0.99614924,0.4393182750592885,0.9741946701185771,0.54940973,0.5348763950592885,0.54940973
