layer,ccs_loss,orientation_flipped,train_accuracy_raw,train_accuracy_flipped,train_orientation_accuracy,accuracy,silhouette,latent_vs_true,behavioral_vs_true,latent_vs_behavioral,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,pa_pair_count
0,0.19999998807907104,False,0.5095477386934674,0.5095477386934674,0.5095477386934674,0.5381526104417671,0.0,0.46184738955823296,0.5381526104417671,0.0,0.0,0.0,0.3200364112854004,115
1,0.08896710723638535,False,0.5698492462311557,0.4301507537688442,0.5698492462311557,0.5461847389558233,0.22571837902069092,0.5461847389558233,0.5381526104417671,0.5502008032128514,0.07341153174638748,0.05974804610013962,0.4391305148601532,115
2,0.04149286076426506,False,0.6231155778894473,0.3768844221105528,0.6231155778894473,0.6144578313253012,0.2180415838956833,0.6144578313253012,0.5381526104417671,0.5301204819277109,0.3012494742870331,0.2593402862548828,0.5562573075294495,115
3,0.023222235962748528,False,0.6482412060301508,0.35175879396984927,0.6482412060301508,0.6224899598393574,0.23956719040870667,0.6224899598393574,0.5381526104417671,0.5943775100401606,0.2728590667247772,0.3749932646751404,0.5646795034408569,115
4,0.01854724995791912,True,0.3597989949748744,0.6402010050251257,0.6402010050251257,0.6184738955823292,0.2609868049621582,0.6184738955823293,0.5381526104417671,0.5983935742971888,0.242158904671669,0.42131632566452026,0.578334391117096,115
5,0.020739033818244934,False,0.6402010050251257,0.3597989949748744,0.6402010050251257,0.642570281124498,0.2871701717376709,0.642570281124498,0.5381526104417671,0.5903614457831325,0.3450341820716858,0.4607411026954651,0.5820399522781372,115
6,0.0039053969085216522,False,0.6663316582914572,0.3336683417085427,0.6663316582914572,0.678714859437751,0.37169691920280457,0.678714859437751,0.5381526104417671,0.6345381526104418,0.2234247624874115,0.053918711841106415,0.3868825435638428,115
7,0.0037162061780691147,False,0.6663316582914572,0.3336683417085427,0.6663316582914572,0.6706827309236948,0.40528786182403564,0.6706827309236948,0.5381526104417671,0.642570281124498,0.230782151222229,0.0565933994948864,0.3688766360282898,115
8,0.0035038371570408344,True,0.33768844221105526,0.6623115577889447,0.6623115577889447,0.6626506024096386,0.4655693471431732,0.6626506024096386,0.5381526104417671,0.6506024096385542,0.23377473652362823,0.04919163137674332,0.3513680398464203,115
9,0.002645323518663645,False,0.671356783919598,0.32864321608040203,0.671356783919598,0.6706827309236948,0.44808056950569153,0.6706827309236948,0.5381526104417671,0.642570281124498,0.24229620397090912,0.04851210489869118,0.36802515387535095,115
10,0.002598254010081291,True,0.32964824120603015,0.6703517587939698,0.6703517587939698,0.678714859437751,0.40759143233299255,0.678714859437751,0.5381526104417671,0.6345381526104418,0.20899173617362976,0.05575544759631157,0.3502146601676941,115
11,0.0027823972050100565,True,0.3326633165829146,0.6673366834170854,0.6673366834170854,0.6746987951807228,0.39931273460388184,0.6746987951807228,0.5381526104417671,0.6385542168674698,0.2046881914138794,0.05970210209488869,0.35137927532196045,115
12,0.0026062997058033943,True,0.32663316582914576,0.6733668341708543,0.6733668341708543,0.6706827309236948,0.35852301120758057,0.6706827309236948,0.5381526104417671,0.642570281124498,0.20538945496082306,0.05714494735002518,0.3545618951320648,115
13,0.002458333969116211,True,0.044221105527638194,0.9557788944723619,0.9557788944723619,0.9477911646586346,0.2309352457523346,0.9477911646586346,0.5381526104417671,0.4939759036144578,0.10084327310323715,0.14926093816757202,0.44575855135917664,115
14,0.0015159026952460408,True,0.027135678391959798,0.9728643216080402,0.9728643216080402,0.9558232931726908,0.2595592439174652,0.9558232931726908,0.5381526104417671,0.5100401606425703,0.05876215919852257,0.11592400074005127,0.4831260144710541,115
15,0.001361208502203226,True,0.02512562814070352,0.9748743718592965,0.9748743718592965,0.963855421686747,0.2871193289756775,0.963855421686747,0.5381526104417671,0.5180722891566265,0.026838529855012894,0.12365230917930603,0.48013249039649963,115
16,0.0016400800086557865,True,0.024120603015075376,0.9758793969849247,0.9758793969849247,0.9678714859437751,0.2727534770965576,0.9678714859437751,0.5381526104417671,0.5140562248995983,0.044095005840063095,0.09916388243436813,0.45700618624687195,115
