layer,ccs_loss,orientation_flipped,train_accuracy_raw,train_accuracy_flipped,train_orientation_accuracy,accuracy,silhouette,latent_vs_true,behavioral_vs_true,latent_vs_behavioral,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,pa_pair_count
13,0.0014805470127612352,False,0.6693467336683417,0.3306532663316583,0.6693467336683417,0.6746987951807228,0.5700984001159668,0.6746987951807228,0.8714859437751004,0.5943775100401606,0.23006923496723175,0.028568720445036888,0.3772502541542053,115
14,0.0011630262015387416,True,0.32663316582914576,0.6733668341708543,0.6733668341708543,0.6827309236947792,0.5582501888275146,0.6827309236947792,0.8714859437751004,0.6024096385542169,0.2625218629837036,0.05333226919174194,0.3526207506656647,115
15,0.001210993155837059,True,0.32763819095477387,0.6723618090452261,0.6723618090452261,0.6827309236947792,0.5246871709823608,0.6827309236947792,0.8714859437751004,0.6024096385542169,0.25932586193084717,0.06184627488255501,0.35358819365501404,115
16,0.0014829067513346672,True,0.3256281407035176,0.6743718592964824,0.6743718592964824,0.6827309236947792,0.5318852066993713,0.6827309236947792,0.8714859437751004,0.6024096385542169,0.2668917179107666,0.05680374428629875,0.354646772146225,115
17,0.0016136269550770521,False,0.6844221105527638,0.3155778894472362,0.6844221105527638,0.6907630522088354,0.5026531219482422,0.6907630522088354,0.8714859437751004,0.6104417670682731,0.22435931861400604,0.04493499547243118,0.38216686248779297,115
18,0.0012924415059387684,False,0.6773869346733669,0.32261306532663314,0.6773869346733669,0.6706827309236948,0.45024317502975464,0.6706827309236948,0.8714859437751004,0.5903614457831325,0.2591339647769928,0.04594817012548447,0.3901091516017914,115
19,0.001354636624455452,True,0.31758793969849247,0.6824120603015076,0.6824120603015076,0.6867469879518072,0.3829122483730316,0.6867469879518072,0.8714859437751004,0.606425702811245,0.24150609970092773,0.060112614184617996,0.35826462507247925,115
20,0.000990149681456387,False,0.9728643216080402,0.027135678391959798,0.9728643216080402,0.9799196787148594,0.28953826427459717,0.9799196787148594,0.8714859437751004,0.8594377510040161,0.061402030289173126,0.07826866954565048,0.38331499695777893,115
21,0.0013805481139570475,False,0.9618090452261306,0.03819095477386935,0.9618090452261306,0.963855421686747,0.3404543101787567,0.963855421686747,0.8714859437751004,0.8433734939759037,0.06311433017253876,0.11540616303682327,0.42395466566085815,115
22,0.0009306994616053998,False,0.9718592964824121,0.02814070351758794,0.9718592964824121,0.9759036144578314,0.33857059478759766,0.9759036144578314,0.8714859437751004,0.8554216867469879,0.02651883289217949,0.08908350765705109,0.3684118986129761,115
23,0.001011917251162231,True,0.023115577889447236,0.9768844221105528,0.9768844221105528,0.9759036144578314,0.3497012257575989,0.9759036144578314,0.8714859437751004,0.8554216867469879,0.03060944937169552,0.08806837350130081,0.4151999354362488,115
24,0.0010568165453150868,False,0.9748743718592965,0.02512562814070352,0.9748743718592965,0.9799196787148594,0.38361856341362,0.9799196787148594,0.8714859437751004,0.8594377510040161,0.02795361913740635,0.09257258474826813,0.4028393030166626,115
25,0.0011800224892795086,False,0.9758793969849247,0.024120603015075376,0.9758793969849247,0.9759036144578314,0.38198649883270264,0.9759036144578314,0.8714859437751004,0.8634538152610441,0.030689384788274765,0.08690469712018967,0.39045587182044983,115
26,0.00111125479452312,False,0.9748743718592965,0.02512562814070352,0.9748743718592965,0.9718875502008032,0.36830058693885803,0.9718875502008032,0.8714859437751004,0.8594377510040161,0.05581171438097954,0.0739603042602539,0.38902992010116577,115
27,0.001110746175982058,False,0.9728643216080402,0.027135678391959798,0.9728643216080402,0.9678714859437751,0.3570878505706787,0.9678714859437751,0.8714859437751004,0.8554216867469879,0.05599033832550049,0.1152563989162445,0.41600534319877625,115
28,0.001278531621210277,False,0.9738693467336683,0.02613065326633166,0.9738693467336683,0.963855421686747,0.3551332950592041,0.963855421686747,0.8714859437751004,0.8514056224899599,0.07157346606254578,0.09473584592342377,0.40251171588897705,115
29,0.0013982219388708472,False,0.9728643216080402,0.027135678391959798,0.9728643216080402,0.963855421686747,0.3362911343574524,0.963855421686747,0.8714859437751004,0.8514056224899599,0.0629078596830368,0.08785760402679443,0.3934323787689209,115
30,0.0014467996079474688,False,0.9718592964824121,0.02814070351758794,0.9718592964824121,0.9718875502008032,0.3437768518924713,0.9718875502008032,0.8714859437751004,0.8514056224899599,0.0750683844089508,0.11874315142631531,0.39387622475624084,115
31,0.0014363513328135014,False,0.9698492462311558,0.03015075376884422,0.9698492462311558,0.9718875502008032,0.3449617028236389,0.9718875502008032,0.8714859437751004,0.8514056224899599,0.04654770344495773,0.09666600823402405,0.40242892503738403,115
32,0.0014487277949228883,True,0.032160804020100506,0.9678391959798995,0.9678391959798995,0.9678714859437751,0.32659587264060974,0.9678714859437751,0.8714859437751004,0.8473895582329317,0.06608621776103973,0.105769082903862,0.4502183794975281,115
33,0.001352475956082344,True,0.033165829145728645,0.9668341708542714,0.9668341708542714,0.963855421686747,0.315735787153244,0.963855421686747,0.8714859437751004,0.8433734939759037,0.06556104868650436,0.12904460728168488,0.4729292094707489,115
34,0.00151297717820853,True,0.034170854271356785,0.9658291457286432,0.9658291457286432,0.9678714859437751,0.31229546666145325,0.9678714859437751,0.8714859437751004,0.8473895582329317,0.07063332945108414,0.09408027678728104,0.4511528015136719,115
35,0.0012625639792531729,True,0.032160804020100506,0.9678391959798995,0.9678391959798995,0.963855421686747,0.30539101362228394,0.963855421686747,0.8714859437751004,0.8433734939759037,0.06955248862504959,0.12526163458824158,0.47258177399635315,115
36,0.0012421139981597662,True,0.032160804020100506,0.9678391959798995,0.9678391959798995,0.963855421686747,0.30889248847961426,0.963855421686747,0.8714859437751004,0.8433734939759037,0.05768518149852753,0.12146862596273422,0.4621514678001404,115
