layer,ccs_loss,orientation_flipped,train_accuracy_raw,train_accuracy_flipped,train_orientation_accuracy,accuracy,silhouette,latent_vs_true,behavioral_vs_true,latent_vs_behavioral,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,pa_pair_count
0,0.19999998807907104,False,0.5095477386934674,0.5095477386934674,0.5095477386934674,0.5381526104417671,0.0,0.46184738955823296,0.6666666666666666,0.7871485943775101,0.0,0.0,0.32003235816955566,115
1,0.18922875821590424,True,0.4030150753768844,0.5969849246231156,0.5969849246231156,0.606425702811245,0.46915051341056824,0.606425702811245,0.6666666666666666,0.5783132530120482,-0.00200419663451612,0.0020588040351867676,0.32854485511779785,115
2,0.14963610470294952,False,0.549748743718593,0.45025125628140705,0.549748743718593,0.5341365461847389,0.25718528032302856,0.5341365461847389,0.6666666666666666,0.40963855421686746,-0.002135485876351595,0.018462225794792175,0.36710795760154724,115
3,0.15993532538414001,True,0.45226130653266333,0.5477386934673367,0.5477386934673367,0.5220883534136547,0.42007532715797424,0.5220883534136547,0.6666666666666666,0.5261044176706827,-0.004764775279909372,0.018414972350001335,0.35836121439933777,115
4,0.11401472985744476,False,0.5829145728643216,0.41708542713567837,0.5829145728643216,0.5742971887550201,0.23062489926815033,0.5742971887550201,0.6666666666666666,0.5060240963855421,0.013124142773449421,0.07417545467615128,0.4174876809120178,115
5,0.11264001578092575,True,0.392964824120603,0.607035175879397,0.607035175879397,0.5783132530120482,0.5142427682876587,0.5783132530120482,0.6666666666666666,0.5341365461847389,0.07216456532478333,0.06998218595981598,0.40735915303230286,115
6,0.11978492140769958,True,0.4442211055276382,0.5557788944723618,0.5557788944723618,0.570281124497992,0.49610885977745056,0.570281124497992,0.6666666666666666,0.5180722891566265,-0.004748919513076544,0.10693015158176422,0.4172248840332031,115
7,0.11089636385440826,False,0.5738693467336683,0.42613065326633165,0.5738693467336683,0.5542168674698795,0.3808313310146332,0.5542168674698795,0.6666666666666666,0.5502008032128514,0.0804128497838974,0.09763425588607788,0.43081599473953247,115
8,0.1176748275756836,False,0.5698492462311557,0.4301507537688442,0.5698492462311557,0.5582329317269076,0.42566582560539246,0.5582329317269076,0.6666666666666666,0.5461847389558233,0.03049246408045292,0.060347579419612885,0.4047817587852478,115
9,0.09906351566314697,True,0.44321608040201005,0.5567839195979899,0.5567839195979899,0.5020080321285141,0.5482133626937866,0.4979919678714859,0.6666666666666666,0.4779116465863454,0.09093276411294937,0.15452471375465393,0.4522094130516052,115
10,0.1282675862312317,False,0.5819095477386935,0.41809045226130653,0.5819095477386935,0.5421686746987951,0.39663535356521606,0.5421686746987951,0.6666666666666666,0.5381526104417671,0.00483409920707345,0.03894221782684326,0.3833264112472534,115
11,0.14605110883712769,True,0.38894472361809046,0.6110552763819096,0.6110552763819096,0.5461847389558233,0.4392545521259308,0.5461847389558233,0.6666666666666666,0.5662650602409639,0.013990495353937149,0.03083009645342827,0.36590278148651123,115
12,0.15168118476867676,False,0.5507537688442211,0.4492462311557789,0.5507537688442211,0.5783132530120482,0.3571077585220337,0.5783132530120482,0.6666666666666666,0.5180722891566265,0.001710402430035174,0.019363731145858765,0.3579524755477905,115
13,0.17042413353919983,True,0.3577889447236181,0.6422110552763819,0.6422110552763819,0.6345381526104418,0.252470999956131,0.6345381526104418,0.6666666666666666,0.5582329317269076,0.001078919623978436,0.011852912604808807,0.34468594193458557,115
14,0.12324309349060059,True,0.3507537688442211,0.6492462311557788,0.6492462311557788,0.6265060240963856,0.36754676699638367,0.6265060240963856,0.6666666666666666,0.46987951807228917,0.002945211250334978,0.026145562529563904,0.3557334244251251,115
15,0.1513417661190033,True,0.4150753768844221,0.5849246231155779,0.5849246231155779,0.5180722891566265,0.30129268765449524,0.5180722891566265,0.6666666666666666,0.5542168674698795,0.00742885610088706,0.019344348460435867,0.3546768128871918,115
16,0.11080005764961243,True,0.3688442211055276,0.6311557788944724,0.6311557788944724,0.5903614457831325,0.3006034791469574,0.5903614457831325,0.6666666666666666,0.5461847389558233,0.05294934660196304,0.06602978706359863,0.3991851508617401,115
17,0.14037981629371643,True,0.25326633165829143,0.7467336683417085,0.7467336683417085,0.6907630522088353,0.26557207107543945,0.6907630522088354,0.6666666666666666,0.5903614457831325,0.010243749246001244,0.02747286669909954,0.3675936460494995,115
18,0.15034498274326324,True,0.1879396984924623,0.8120603015075377,0.8120603015075377,0.7670682730923695,0.20002874732017517,0.7670682730923695,0.6666666666666666,0.6586345381526104,0.0029943762347102165,0.012953216210007668,0.35282495617866516,115
19,0.04603792354464531,True,0.3597989949748744,0.6402010050251257,0.6402010050251257,0.6265060240963856,0.2127659171819687,0.6265060240963856,0.6666666666666666,0.6144578313253012,0.15399007499217987,0.22218500077724457,0.5183134078979492,115
20,0.036076512187719345,True,0.04924623115577889,0.9507537688442211,0.9507537688442211,0.963855421686747,0.2536529302597046,0.963855421686747,0.6666666666666666,0.7028112449799196,0.020420406013727188,0.11115433275699615,0.3875882029533386,115
21,0.03950168937444687,True,0.04623115577889447,0.9537688442211055,0.9537688442211055,0.9518072289156626,0.2624094486236572,0.9518072289156626,0.6666666666666666,0.7068273092369478,0.034619420766830444,0.12272518873214722,0.3876861333847046,115
22,0.04482921212911606,False,0.9015075376884422,0.09849246231155778,0.9015075376884422,0.8795180722891566,0.27263736724853516,0.8795180722891566,0.6666666666666666,0.6907630522088354,0.07298804074525833,0.10329197347164154,0.4483304023742676,115
23,0.04767289757728577,False,0.892462311557789,0.10753768844221105,0.892462311557789,0.8795180722891566,0.2685020864009857,0.8795180722891566,0.6666666666666666,0.6827309236947792,0.10010917484760284,0.10015340894460678,0.43683016300201416,115
24,0.050904497504234314,True,0.11055276381909548,0.8894472361809045,0.8894472361809045,0.8795180722891567,0.22157691419124603,0.8795180722891566,0.6666666666666666,0.6666666666666666,0.07264677435159683,0.1203160285949707,0.39462006092071533,115
