dataset,model,layer,fraction_both_aligned,fraction_aligned_output_misaligned_latent,fraction_misaligned_output_aligned_latent,fraction_both_misaligned
mixed,gemma-2-9b,0,0.5265273311897106,0.0,0.4734726688102894,0.0
mixed,gemma-2-9b,1,0.2877813504823151,0.2387459807073955,0.26607717041800644,0.20739549839228297
mixed,gemma-2-9b,2,0.32395498392282956,0.20257234726688103,0.2869774919614148,0.1864951768488746
mixed,gemma-2-9b,3,0.31109324758842444,0.21543408360128619,0.31109324758842444,0.16237942122186494
mixed,gemma-2-9b,4,0.3279742765273312,0.1985530546623794,0.3271704180064309,0.14630225080385853
mixed,gemma-2-9b,5,0.3311897106109325,0.19533762057877813,0.31913183279742763,0.15434083601286175
mixed,gemma-2-9b,6,0.32636655948553056,0.20016077170418006,0.32315112540192925,0.15032154340836013
mixed,gemma-2-9b,7,0.30144694533762056,0.22508038585209003,0.3641479099678457,0.10932475884244373
mixed,gemma-2-9b,8,0.30385852090032156,0.22266881028938906,0.36736334405144694,0.10610932475884244
mixed,gemma-2-9b,9,0.30144694533762056,0.22508038585209003,0.36816720257234725,0.10530546623794212
mixed,gemma-2-9b,10,0.2990353697749196,0.227491961414791,0.37057877813504825,0.10289389067524116
mixed,gemma-2-9b,11,0.2982315112540193,0.2282958199356913,0.3721864951768489,0.10128617363344052
mixed,gemma-2-9b,12,0.2934083601286174,0.23311897106109325,0.3745980707395498,0.09887459807073955
mixed,gemma-2-9b,13,0.2958199356913183,0.23070739549839228,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,14,0.2958199356913183,0.23070739549839228,0.3729903536977492,0.10048231511254019
mixed,gemma-2-9b,15,0.2942122186495177,0.23231511254019294,0.3729903536977492,0.10048231511254019
mixed,gemma-2-9b,16,0.29983922829581994,0.2266881028938907,0.3762057877813505,0.0972668810289389
mixed,gemma-2-9b,17,0.30385852090032156,0.22266881028938906,0.37138263665594856,0.10209003215434084
mixed,gemma-2-9b,18,0.2934083601286174,0.23311897106109325,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,19,0.29260450160771706,0.23392282958199356,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,20,0.2958199356913183,0.23070739549839228,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,21,0.2966237942122186,0.22990353697749197,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,22,0.2990353697749196,0.227491961414791,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,23,0.297427652733119,0.22909967845659163,0.3737942122186495,0.09967845659163987
mixed,gemma-2-9b,24,0.522508038585209,0.0040192926045016075,0.4252411575562701,0.04823151125401929
mixed,gemma-2-9b,25,0.297427652733119,0.22909967845659163,0.3762057877813505,0.0972668810289389
mixed,gemma-2-9b,26,0.5233118971061094,0.003215434083601286,0.43488745980707394,0.03858520900321544
mixed,gemma-2-9b,27,0.5217041800643086,0.00482315112540193,0.42684887459807075,0.04662379421221865
mixed,gemma-2-9b,28,0.5217041800643086,0.00482315112540193,0.4212218649517685,0.0522508038585209
mixed,gemma-2-9b,29,0.5160771704180064,0.01045016077170418,0.4252411575562701,0.04823151125401929
mixed,gemma-2-9b,30,0.5152733118971061,0.011254019292604502,0.4188102893890675,0.05466237942122187
mixed,gemma-2-9b,31,0.4959807073954984,0.03054662379421222,0.4139871382636656,0.0594855305466238
mixed,gemma-2-9b,32,0.5032154340836013,0.023311897106109324,0.40353697749196143,0.06993569131832797
mixed,gemma-2-9b,33,0.4903536977491961,0.03617363344051447,0.40353697749196143,0.06993569131832797
mixed,gemma-2-9b,34,0.4887459807073955,0.03778135048231511,0.407556270096463,0.06591639871382636
mixed,gemma-2-9b,35,0.4887459807073955,0.03778135048231511,0.409967845659164,0.0635048231511254
mixed,gemma-2-9b,36,0.4734726688102894,0.05305466237942122,0.40273311897106107,0.0707395498392283
mixed,gemma-2-9b,37,0.4758842443729904,0.05064308681672026,0.41237942122186494,0.06109324758842444
mixed,gemma-2-9b,38,0.48231511254019294,0.04421221864951769,0.40192926045016075,0.07154340836012862
mixed,gemma-2-9b,39,0.47266881028938906,0.053858520900321546,0.40434083601286175,0.06913183279742766
mixed,gemma-2-9b,40,0.4742765273311897,0.0522508038585209,0.40514469453376206,0.06832797427652733
mixed,gemma-2-9b,41,0.4766881028938907,0.04983922829581994,0.40273311897106107,0.0707395498392283
mixed,gemma-2-9b,42,0.477491961414791,0.04903536977491962,0.4003215434083601,0.07315112540192927
