dataset,model,layer,fraction_both_aligned,fraction_aligned_output_misaligned_latent,fraction_misaligned_output_aligned_latent,fraction_both_misaligned
mixed,gemma-2-2b,0,0.49517684887459806,0.0,0.5048231511254019,0.0
mixed,gemma-2-2b,1,0.3392282958199357,0.15594855305466238,0.2644694533762058,0.24035369774919615
mixed,gemma-2-2b,2,0.3271704180064309,0.1680064308681672,0.3102893890675241,0.1945337620578778
mixed,gemma-2-2b,3,0.3384244372990354,0.1567524115755627,0.29260450160771706,0.21221864951768488
mixed,gemma-2-2b,4,0.34726688102893893,0.14790996784565916,0.31109324758842444,0.1937299035369775
mixed,gemma-2-2b,5,0.34726688102893893,0.14790996784565916,0.2982315112540193,0.20659163987138263
mixed,gemma-2-2b,6,0.3842443729903537,0.11093247588424437,0.2797427652733119,0.22508038585209003
mixed,gemma-2-2b,7,0.387459807073955,0.10771704180064309,0.2797427652733119,0.22508038585209003
mixed,gemma-2-2b,8,0.3834405144694534,0.11173633440514469,0.2765273311897106,0.2282958199356913
mixed,gemma-2-2b,9,0.3842443729903537,0.11093247588424437,0.2805466237942122,0.22427652733118972
mixed,gemma-2-2b,10,0.38183279742765275,0.11334405144694534,0.28858520900321544,0.2162379421221865
mixed,gemma-2-2b,11,0.38022508038585207,0.11495176848874598,0.2869774919614148,0.21784565916398713
mixed,gemma-2-2b,12,0.3834405144694534,0.11173633440514469,0.2837620578778135,0.22106109324758844
mixed,gemma-2-2b,13,0.38102893890675243,0.11414790996784566,0.2861736334405145,0.21864951768488747
mixed,gemma-2-2b,14,0.38022508038585207,0.11495176848874598,0.29019292604501606,0.21463022508038584
mixed,gemma-2-2b,15,0.38102893890675243,0.11414790996784566,0.2934083601286174,0.21141479099678456
mixed,gemma-2-2b,16,0.38022508038585207,0.11495176848874598,0.295016077170418,0.20980707395498394
mixed,gemma-2-2b,17,0.41961414790996787,0.07556270096463022,0.46864951768488744,0.03617363344051447
mixed,gemma-2-2b,18,0.4180064308681672,0.07717041800643087,0.4638263665594855,0.0409967845659164
mixed,gemma-2-2b,19,0.4180064308681672,0.07717041800643087,0.4622186495176849,0.04260450160771704
mixed,gemma-2-2b,20,0.41961414790996787,0.07556270096463022,0.46141479099678456,0.04340836012861737
mixed,gemma-2-2b,21,0.41479099678456594,0.08038585209003216,0.4702572347266881,0.03456591639871383
mixed,gemma-2-2b,22,0.41479099678456594,0.08038585209003216,0.4678456591639871,0.03697749196141479
mixed,gemma-2-2b,23,0.41237942122186494,0.08279742765273312,0.46141479099678456,0.04340836012861737
mixed,gemma-2-2b,24,0.4172025723472669,0.07797427652733119,0.4622186495176849,0.04260450160771704
mixed,gemma-2-2b,25,0.40353697749196143,0.09163987138263666,0.4662379421221865,0.03858520900321544
mixed,gemma-2-2b,26,0.4107717041800643,0.08440514469453377,0.4646302250803859,0.04019292604501608
